"column1","column2","column3"
"s639","Sex/Life","A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life."
"s640","Godzilla Singular Point","Brought together by a mysterious song, a grad student and an engineer lead the fight against an unimaginable force that may spell doom for the world."
"s641","Jiva!","A talented street dancer from Umlazi, Durban must confront her fears and deal with family objections to pursue her dancing dreams."
"s643","The Naked Director","In 1980s Japan, one determined man turned every crushing setback into opportunity. His name was Toru Muranishi, and he revolutionized his industry."
"s648","The Parisian Agency: Exclusive Properties","This reality series follows the Kretz family and their luxury property business as they help clients buy and sell fabulous homes in France and abroad."
"s649","Too Hot to Handle","On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win a $100,000 grand prize, they’ll have to give up sex."
"s654","This Is Pop","Uncover the real stories behind your favorite pop songs as this docuseries charts the impact of the festival scene, Auto-Tune, boy bands and more."
"s658","The Mole","In this competition show, contestants try to earn $1 million for a pot that only one of them will win — while one player secretly sabotages them."
"s659","Nevertheless,","The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship."
"s660","Bangkok Love Stories: Innocence","From a teenage parkour enthusiast to a bawdy restaurateur, an eclectic group of characters find romance in Bangkok's glittering Silom district."
"s661","Black Lightning","School principal and retired superhero Jefferson Pierce leaps back into action as the legendary Black Lightning after a gang threatens his family."
"s662","Call My Agent!","At a top Paris talent firm, agents scramble to keep their star clients happy – and their business afloat – after an unexpected crisis."
"s663","Champions","Years after getting his girlfriend pregnant, washed-up jock Vince meets his eccentric son Michael and learns about fatherhood, one show tune at a time."
"s664","Charité at War","In 1943, the staff at Berlin's Charité hospital struggle against the effects of World War II and the Nazi regime, including eugenic medical practices."
"s665","Cleo & Cuquin","Spirited sister-brother duo Cleo and Cuquín try on different professions each day to help their other siblings solve problems and enjoy new adventures."
"s666","Deadwind","Just months after a tragic loss, detective Sofia Karppi investigates the murder of a woman with ties to a Helsinki construction company."
"s667","Gameboys Level-Up Edition","In this recut of the popular web series, live-stream gamer Cairo calls for a rematch after losing to newcomer Gavreel — and an online romance blooms."
"s668","Glee","Amid relationship woes and personal attacks from a wicked cheerleading coach, a teacher fights to turn underdog glee club members into winners."
"s669","Hap and Leonard","In late-1980s Texas, two best friends get involved in darkly comic misadventures by hiring themselves out to shady clients for illicit ends."
"s670","Locked Up","Manipulated into embezzling funds for her boyfriend and sentenced to prison, a naïve young woman must quickly learn to survive in a harsh new world."
"s674","No Time for Shame","Follow Santiago Artemis, a Buenos Aires fashion dynamo, as he makes his dreams come true while grappling with his love life, therapist and clients."
"s675","Pose","In 1987 New York, LGBTQ ball fixture Blanca starts her own house, soon becoming mother to a gifted dancer and a sex worker in love with a yuppie client."
"s676","REA(L)OVE","A group of men and women, each burdened with a dark secret, look for love in this dating show with a twist. Hosted by reformed playboy Atsushi Tamura."
"s677","Riverdale","While navigating the troubled waters of sex, romance, school and family, teen Archie and his gang become entangled in a dark Riverdale mystery."
"s678","Schitt's Creek","Suddenly broke, the formerly filthy-rich Rose family is reduced to living in a ramshackle motel in a town they once bought as a joke: Schitt's Creek."
"s679","The Assassination of Gianni Versace","Defining moments in Andrew Cunanan's life, starting in childhood, lead up to a 1997 murder spree that kills five, including fashion icon Gianni Versace."
"s680","The Judgement","After a traumatic incident at a party makes her a target of gossip and derision, a young college student tries to change her school's toxic culture."
"s681","The Last Dance","This docuseries gives a definitive account of Michael Jordan’s career and the 1990s Chicago Bulls, packed with unaired footage from the 1997-98 season."
"s682","They've Gotta Have Us","Powered by candid recollections from esteemed African-American entertainers, this docuseries traces the history of black cinema."
"s683","Why Are You Like This","Three best friends negotiate work, fun, identity politics, hookups and wild nights out in this razor-sharp satire of 20-something life in Melbourne."
"s685","Elite","When three working-class teens enroll in an exclusive private school in Spain, the clash between them and the wealthy students leads to murder."
"s687","Hospital Playlist","Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist."
"s692","So Not Worth It","New friends, new loves and new experiences mix together inside a colorful college dormitory in Korea that's home to students from around the world."
"s693","The Rational Life","A career-driven 30-something must contend with a cutthroat workplace, a love triangle and her nagging mom."
"s697","Black Summer","In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones."
"s698","Elite Short Stories: Carla Samuel","Samuel attempts a big, romantic gesture at the airport in order to persuade Carla not to board her flight to London."
